route_key,mode,o_zone_id,d_zone_id,volume,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,google_maps_http_link,WKT_geometry
19_6_sov,sov,19,6,200,11,17.699,4.0071,6.44742,2.74513,11,41.6304,"https://www.google.com/maps/dir/43.529591,-96.711316/43.587586,-96.711644/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586)"
19_7_sov,sov,19,7,400,9,14.481,2.53061,4.07174,3.55646,9,21.746,"https://www.google.com/maps/dir/43.529591,-96.711316/43.563844,-96.693423/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
19_8_sov,sov,19,8,700,9,14.481,2.26163,3.63896,3.97944,9,27.0819,"https://www.google.com/maps/dir/43.529591,-96.711316/43.562324,-96.711382/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324)"
19_9_sov,sov,19,9,400,11,17.699,1.64934,2.65378,6.66935,11,42.695,"https://www.google.com/maps/dir/43.529591,-96.711316/43.548596,-96.731241/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
19_10_sov,sov,19,10,1800,8,12.872,1.47969,2.38082,5.40654,8,36.9021,"https://www.google.com/maps/dir/43.529591,-96.711316/43.545271,-96.731438/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.731438 43.545271)"
19_11_sov,sov,19,11,400,12,19.308,2.04337,3.28778,5.87265,12,29.9127,"https://www.google.com/maps/dir/43.529591,-96.711316/43.544131,-96.746841/","LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131)"
19_12_sov,sov,19,12,300,18,28.962,3.58687,5.77128,5.0183,18,43.5744,"https://www.google.com/maps/dir/43.529591,-96.711316/43.543941,-96.780137/","LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.780137 43.543941)"
19_13_sov,sov,19,13,300,15,24.135,4.91198,7.90337,3.05376,15,46.4794,"https://www.google.com/maps/dir/43.529591,-96.711316/43.490707,-96.793377/","LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
19_14_sov,sov,19,14,300,8,12.872,1.98982,3.20162,4.02046,8,16.3323,"https://www.google.com/maps/dir/43.529591,-96.711316/43.529306,-96.751035/","LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
19_15_sov,sov,19,15,800,3,4.827,1.01136,1.62728,2.96629,3,4.31512,"https://www.google.com/maps/dir/43.529591,-96.711316/43.529401,-96.731504/","LINESTRING(-96.711316 43.529591,-96.731504 43.529401)"
19_16_sov,sov,19,16,1300,4,6.436,1.18513,1.90688,3.37515,4,16.5067,"https://www.google.com/maps/dir/43.529591,-96.711316/43.546744,-96.711382/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
19_17_sov,sov,19,17,1700,2,3.218,0.807636,1.29949,2.47636,2,7.27382,"https://www.google.com/maps/dir/43.529591,-96.711316/43.541280,-96.711382/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280)"
19_18_sov,sov,19,18,300,7,11.263,1.46628,2.35925,4.77397,7,19.6842,"https://www.google.com/maps/dir/43.529591,-96.711316/43.546744,-96.694078/","LINESTRING(-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744)"
19_20_sov,sov,19,20,1200,4,6.436,0.985148,1.5851,4.0603,4,9.35345,"https://www.google.com/maps/dir/43.529591,-96.711316/43.515333,-96.711185/","LINESTRING(-96.711316 43.529591,-96.711185 43.515333)"
19_21_sov,sov,19,21,400,8,12.872,1.6472,2.65035,4.85672,8,17.471,"https://www.google.com/maps/dir/43.529591,-96.711316/43.510485,-96.730979/","LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
19_22_sov,sov,19,22,1200,6,9.654,1.42576,2.29405,4.20828,6,13.1867,"https://www.google.com/maps/dir/43.529591,-96.711316/43.514858,-96.731241/","LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858)"
19_23_sov,sov,19,23,300,10,16.09,2.22938,3.58707,4.48556,10,25.3255,"https://www.google.com/maps/dir/43.529591,-96.711316/43.514858,-96.750904/","LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.750904 43.514858)"
19_24_sov,sov,19,24,100,11,17.699,2.63387,4.2379,4.17636,11,28.9916,"https://www.google.com/maps/dir/43.529591,-96.711316/43.503164,-96.749200/","LINESTRING(-96.711316 43.529591,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
20_1_sov,sov,20,1,300,22,35.398,7.3602,11.8426,2.98905,22,39.2038,"https://www.google.com/maps/dir/43.515333,-96.711185/43.612828,-96.770420/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813,-96.770420 43.612828)"
20_2_sov,sov,20,2,100,16,25.744,6.2516,10.0588,2.55935,16,33.2029,"https://www.google.com/maps/dir/43.515333,-96.711185/43.605813,-96.711251/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
20_4_sov,sov,20,4,300,17,27.353,3.79403,6.1046,4.48072,17,38.5506,"https://www.google.com/maps/dir/43.515333,-96.711185/43.563654,-96.747168/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034,-96.747168 43.563654)"
20_5_sov,sov,20,5,100,15,24.135,3.51636,5.65783,4.26577,15,36.2031,"https://www.google.com/maps/dir/43.515333,-96.711185/43.564034,-96.731569/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.731569 43.564034)"
20_6_sov,sov,20,6,300,11,17.699,4.99224,8.03252,2.20342,11,26.5692,"https://www.google.com/maps/dir/43.515333,-96.711185/43.587586,-96.711644/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
20_7_sov,sov,20,7,500,6,9.654,3.46782,5.57972,1.73019,6,6.335,"https://www.google.com/maps/dir/43.515333,-96.711185/43.563844,-96.693423/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
20_8_sov,sov,20,8,900,9,14.481,3.24677,5.22405,2.77199,9,12.0207,"https://www.google.com/maps/dir/43.515333,-96.711185/43.562324,-96.711382/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
20_9_sov,sov,20,9,600,14,22.526,2.50826,4.0358,5.58155,14,33.6413,"https://www.google.com/maps/dir/43.515333,-96.711185/43.548596,-96.731241/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.731241 43.548596)"
20_10_sov,sov,20,10,2500,11,17.699,2.30391,3.70699,4.7745,11,27.8484,"https://www.google.com/maps/dir/43.515333,-96.711185/43.545271,-96.731438/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271)"
20_11_sov,sov,20,11,600,16,25.744,2.67382,4.30217,5.98396,16,40.3883,"https://www.google.com/maps/dir/43.515333,-96.711185/43.544131,-96.746841/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.711382 43.546744,-96.731438 43.545271,-96.746841 43.544131)"
20_12_sov,sov,20,12,500,16,25.744,3.97966,6.40327,4.02044,16,40.3549,"https://www.google.com/maps/dir/43.515333,-96.711185/43.543941,-96.780137/","LINESTRING(-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941)"
20_13_sov,sov,20,13,600,13,20.917,4.45675,7.17092,2.91692,13,37.3261,"https://www.google.com/maps/dir/43.515333,-96.711185/43.490707,-96.793377/","LINESTRING(-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
20_14_sov,sov,20,14,500,12,19.308,2.21769,3.56827,5.41102,12,25.6327,"https://www.google.com/maps/dir/43.515333,-96.711185/43.529306,-96.751035/","LINESTRING(-96.711185 43.515333,-96.711316 43.529591,-96.731504 43.529401,-96.751035 43.529306)"
20_15_sov,sov,20,15,1100,7,11.263,1.40749,2.26465,4.9734,7,13.6155,"https://www.google.com/maps/dir/43.515333,-96.711185/43.529401,-96.731504/","LINESTRING(-96.711185 43.515333,-96.711316 43.529591,-96.731504 43.529401)"
20_16_sov,sov,20,16,1600,7,11.263,2.17028,3.49197,3.2254,7,7.45298,"https://www.google.com/maps/dir/43.515333,-96.711185/43.546744,-96.711382/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744,-96.711382 43.546744)"
20_17_sov,sov,20,17,1700,6,9.654,1.79278,2.88459,3.34675,6,16.5742,"https://www.google.com/maps/dir/43.515333,-96.711185/43.541280,-96.711382/","LINESTRING(-96.711185 43.515333,-96.711316 43.529591,-96.711382 43.541280)"
20_18_sov,sov,20,18,400,4,6.436,2.33331,3.7543,1.7143,4,4.27314,"https://www.google.com/maps/dir/43.515333,-96.711185/43.546744,-96.694078/","LINESTRING(-96.711185 43.515333,-96.694078 43.546744)"
20_19_sov,sov,20,19,1200,4,6.436,0.985148,1.5851,4.0603,4,9.3004,"https://www.google.com/maps/dir/43.515333,-96.711185/43.529591,-96.711316/","LINESTRING(-96.711185 43.515333,-96.711316 43.529591)"
20_21_sov,sov,20,21,1200,6,9.654,1.0469,1.68446,5.73123,6,8.31768,"https://www.google.com/maps/dir/43.515333,-96.711185/43.510485,-96.730979/","LINESTRING(-96.711185 43.515333,-96.730979 43.510485)"
20_22_sov,sov,20,22,2400,5,8.045,1.00549,1.61783,4.97271,5,7.92634,"https://www.google.com/maps/dir/43.515333,-96.711185/43.514858,-96.731241/","LINESTRING(-96.711185 43.515333,-96.731241 43.514858)"
20_23_sov,sov,20,23,700,9,14.481,1.99047,3.20267,4.52155,9,20.0651,"https://www.google.com/maps/dir/43.515333,-96.711185/43.514858,-96.750904/","LINESTRING(-96.711185 43.515333,-96.731241 43.514858,-96.750904 43.514858)"
20_24_sov,sov,20,24,400,9,14.481,2.0823,3.35043,4.32213,9,19.8383,"https://www.google.com/maps/dir/43.515333,-96.711185/43.503164,-96.749200/","LINESTRING(-96.711185 43.515333,-96.730979 43.510485,-96.749200 43.503164)"
21_1_sov,sov,21,1,100,18,28.962,7.34183,11.813,2.4517,18,40.0699,"https://www.google.com/maps/dir/43.510485,-96.730979/43.612828,-96.770420/","LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
21_4_sov,sov,21,4,200,18,28.962,3.76206,6.05316,4.78461,18,40.3648,"https://www.google.com/maps/dir/43.510485,-96.730979/43.563654,-96.747168/","LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654)"
21_5_sov,sov,21,5,100,19,30.571,3.7,5.9533,5.13513,19,43.1232,"https://www.google.com/maps/dir/43.510485,-96.730979/43.564034,-96.731569/","LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034)"
21_6_sov,sov,21,6,100,17,27.353,5.41447,8.71188,3.13974,17,34.7518,"https://www.google.com/maps/dir/43.510485,-96.730979/43.587586,-96.711644/","LINESTRING(-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
21_7_sov,sov,21,7,200,12,19.308,4.13894,6.65956,2.89929,12,14.5176,"https://www.google.com/maps/dir/43.510485,-96.730979/43.563844,-96.693423/","LINESTRING(-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
21_8_sov,sov,21,8,400,15,24.135,3.71382,5.97554,4.03896,15,20.2033,"https://www.google.com/maps/dir/43.510485,-96.730979/43.562324,-96.711382/","LINESTRING(-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
21_9_sov,sov,21,9,300,14,22.526,2.6333,4.23697,5.31653,14,33.0498,"https://www.google.com/maps/dir/43.510485,-96.730979/43.548596,-96.731241/","LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596)"
21_10_sov,sov,21,10,1200,11,17.699,2.4036,3.8674,4.57646,11,27.2569,"https://www.google.com/maps/dir/43.510485,-96.730979/43.545271,-96.731438/","LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271)"
21_11_sov,sov,21,11,400,13,20.917,2.45676,3.95293,5.29152,13,37.7249,"https://www.google.com/maps/dir/43.510485,-96.730979/43.544131,-96.746841/","LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131)"
21_12_sov,sov,21,12,300,10,16.09,3.37756,5.4345,2.96072,10,32.0373,"https://www.google.com/maps/dir/43.510485,-96.730979/43.543941,-96.780137/","LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941)"
21_13_sov,sov,21,13,600,7,11.263,3.4128,5.4912,2.0511,7,29.0084,"https://www.google.com/maps/dir/43.510485,-96.730979/43.490707,-96.793377/","LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
21_14_sov,sov,21,14,400,9,14.481,1.64343,2.64428,5.47635,9,24.1446,"https://www.google.com/maps/dir/43.510485,-96.730979/43.529306,-96.751035/","LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.750904 43.514858,-96.751035 43.529306)"
21_15_sov,sov,21,15,800,5,8.045,1.30725,2.10337,3.82481,5,13.2458,"https://www.google.com/maps/dir/43.510485,-96.730979/43.529401,-96.731504/","LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401)"
21_16_sov,sov,21,16,600,12,19.308,2.69074,4.3294,4.45974,12,34.0582,"https://www.google.com/maps/dir/43.510485,-96.730979/43.546744,-96.711382/","LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
21_17_sov,sov,21,17,600,10,16.09,2.34334,3.77043,4.26742,10,24.8253,"https://www.google.com/maps/dir/43.510485,-96.730979/43.541280,-96.711382/","LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
21_18_sov,sov,21,18,100,10,16.09,3.11343,5.00951,3.21189,10,12.4557,"https://www.google.com/maps/dir/43.510485,-96.730979/43.546744,-96.694078/","LINESTRING(-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744)"
21_19_sov,sov,21,19,400,8,12.872,1.6472,2.65035,4.85672,8,17.5515,"https://www.google.com/maps/dir/43.510485,-96.730979/43.529591,-96.711316/","LINESTRING(-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591)"
21_20_sov,sov,21,20,1200,6,9.654,1.0469,1.68446,5.73123,6,8.18259,"https://www.google.com/maps/dir/43.510485,-96.730979/43.515333,-96.711185/","LINESTRING(-96.730979 43.510485,-96.711185 43.515333)"
21_22_sov,sov,21,22,1800,2,3.218,0.30244,0.486626,6.61288,2,4.35191,"https://www.google.com/maps/dir/43.510485,-96.730979/43.514858,-96.731241/","LINESTRING(-96.730979 43.510485,-96.731241 43.514858)"
21_23_sov,sov,21,23,700,5,8.045,1.04314,1.67842,4.79321,5,15.183,"https://www.google.com/maps/dir/43.510485,-96.730979/43.514858,-96.750904/","LINESTRING(-96.730979 43.510485,-96.749200 43.503164,-96.750904 43.514858)"
21_24_sov,sov,21,24,500,3,4.827,1.04386,1.67958,2.87394,3,11.5206,"https://www.google.com/maps/dir/43.510485,-96.730979/43.503164,-96.749200/","LINESTRING(-96.730979 43.510485,-96.749200 43.503164)"
22_1_sov,sov,22,1,400,20,32.18,7.0476,11.3396,2.83785,20,44.3542,"https://www.google.com/maps/dir/43.514858,-96.731241/43.612828,-96.770420/","LINESTRING(-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
22_2_sov,sov,22,2,100,21,33.789,6.36365,10.2391,3.29999,21,41.0714,"https://www.google.com/maps/dir/43.514858,-96.731241/43.605813,-96.711251/","LINESTRING(-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586,-96.711251 43.605813)"
22_3_sov,sov,22,3,100,16,25.744,4.55722,7.33256,3.51092,16,40.3455,"https://www.google.com/maps/dir/43.514858,-96.731241/43.572962,-96.774303/","LINESTRING(-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962)"
22_4_sov,sov,22,4,400,18,28.962,3.46457,5.57449,5.19545,18,42.0367,"https://www.google.com/maps/dir/43.514858,-96.731241/43.563654,-96.747168/","LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654)"
22_5_sov,sov,22,5,200,17,27.353,3.39777,5.46701,5.00328,17,38.7713,"https://www.google.com/maps/dir/43.514858,-96.731241/43.564034,-96.731569/","LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034)"
22_6_sov,sov,22,6,200,16,25.744,5.11996,8.23802,3.12502,16,34.4377,"https://www.google.com/maps/dir/43.514858,-96.731241/43.587586,-96.711644/","LINESTRING(-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
22_7_sov,sov,22,7,500,11,17.699,3.8786,6.24066,2.83608,11,14.2035,"https://www.google.com/maps/dir/43.514858,-96.731241/43.563844,-96.693423/","LINESTRING(-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
22_8_sov,sov,22,8,500,14,22.526,3.42712,5.51424,4.08506,14,19.8892,"https://www.google.com/maps/dir/43.514858,-96.731241/43.562324,-96.711382/","LINESTRING(-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
22_9_sov,sov,22,9,700,12,19.308,2.33111,3.75075,5.14777,12,28.6979,"https://www.google.com/maps/dir/43.514858,-96.731241/43.548596,-96.731241/","LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596)"
22_10_sov,sov,22,10,2600,9,14.481,2.10136,3.38109,4.28294,9,22.905,"https://www.google.com/maps/dir/43.514858,-96.731241/43.545271,-96.731438/","LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271)"
22_11_sov,sov,22,11,1100,12,19.308,2.16827,3.48874,5.53437,12,34.4914,"https://www.google.com/maps/dir/43.514858,-96.731241/43.544131,-96.746841/","LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.751035 43.529306,-96.746841 43.544131)"
22_12_sov,sov,22,12,700,12,19.308,3.16818,5.0976,3.78767,12,36.3216,"https://www.google.com/maps/dir/43.514858,-96.731241/43.543941,-96.780137/","LINESTRING(-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941)"
22_13_sov,sov,22,13,1300,9,14.481,3.53293,5.68449,2.54746,9,33.2927,"https://www.google.com/maps/dir/43.514858,-96.731241/43.490707,-96.793377/","LINESTRING(-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164,-96.793377 43.490707)"
22_14_sov,sov,22,14,1200,8,12.872,1.40713,2.26407,5.68534,8,20.9111,"https://www.google.com/maps/dir/43.514858,-96.731241/43.529306,-96.751035/","LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.751035 43.529306)"
22_15_sov,sov,22,15,2600,3,4.827,1.00492,1.61692,2.98531,3,8.89388,"https://www.google.com/maps/dir/43.514858,-96.731241/43.529401,-96.731504/","LINESTRING(-96.731241 43.514858,-96.731504 43.529401)"
22_16_sov,sov,22,16,1200,10,16.09,2.4173,3.88943,4.13685,10,29.7063,"https://www.google.com/maps/dir/43.514858,-96.731241/43.546744,-96.711382/","LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
22_17_sov,sov,22,17,1700,8,12.872,2.07909,3.34525,3.84784,8,20.4734,"https://www.google.com/maps/dir/43.514858,-96.731241/43.541280,-96.711382/","LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
22_18_sov,sov,22,18,300,9,14.481,2.88432,4.64087,3.12032,9,12.1416,"https://www.google.com/maps/dir/43.514858,-96.731241/43.546744,-96.694078/","LINESTRING(-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744)"
22_19_sov,sov,22,19,1200,6,9.654,1.42576,2.29405,4.20828,6,13.1996,"https://www.google.com/maps/dir/43.514858,-96.731241/43.529591,-96.711316/","LINESTRING(-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591)"
22_20_sov,sov,22,20,2400,5,8.045,1.00549,1.61783,4.97271,5,7.86846,"https://www.google.com/maps/dir/43.514858,-96.731241/43.515333,-96.711185/","LINESTRING(-96.731241 43.514858,-96.711185 43.515333)"
22_21_sov,sov,22,21,1800,2,3.218,0.30244,0.486626,6.61288,2,4.28429,"https://www.google.com/maps/dir/43.514858,-96.731241/43.510485,-96.730979/","LINESTRING(-96.731241 43.514858,-96.730979 43.510485)"
22_23_sov,sov,22,23,2100,4,6.436,0.985251,1.58527,4.05988,4,12.1388,"https://www.google.com/maps/dir/43.514858,-96.731241/43.514858,-96.750904/","LINESTRING(-96.731241 43.514858,-96.750904 43.514858)"
22_24_sov,sov,22,24,1100,5,8.045,1.20944,1.94599,4.13414,5,15.8049,"https://www.google.com/maps/dir/43.514858,-96.731241/43.503164,-96.749200/","LINESTRING(-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
23_1_sov,sov,23,1,300,17,27.353,6.83928,11.0044,2.48564,17,32.2969,"https://www.google.com/maps/dir/43.514858,-96.750904/43.612828,-96.770420/","LINESTRING(-96.750904 43.514858,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
23_3_sov,sov,23,3,100,13,20.917,4.18215,6.72907,3.10845,13,28.2882,"https://www.google.com/maps/dir/43.514858,-96.750904/43.572962,-96.774303/","LINESTRING(-96.750904 43.514858,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962)"
23_4_sov,sov,23,4,500,14,22.526,3.37667,5.43305,4.1461,14,30.0872,"https://www.google.com/maps/dir/43.514858,-96.750904/43.563654,-96.747168/","LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654)"
23_5_sov,sov,23,5,100,16,25.744,3.53305,5.68467,4.52867,16,32.4288,"https://www.google.com/maps/dir/43.514858,-96.750904/43.564034,-96.731569/","LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034)"
23_6_sov,sov,23,6,100,20,32.18,5.39594,8.68207,3.70649,20,42.4279,"https://www.google.com/maps/dir/43.514858,-96.750904/43.587586,-96.711644/","LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586)"
23_7_sov,sov,23,7,200,15,24.135,4.44347,7.14955,3.37574,15,26.0682,"https://www.google.com/maps/dir/43.514858,-96.750904/43.563844,-96.693423/","LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
23_8_sov,sov,23,8,300,18,28.962,3.83072,6.16364,4.69885,18,31.754,"https://www.google.com/maps/dir/43.514858,-96.750904/43.562324,-96.711382/","LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
23_9_sov,sov,23,9,500,16,25.744,2.53066,4.07183,6.32246,16,40.4381,"https://www.google.com/maps/dir/43.514858,-96.750904/43.548596,-96.731241/","LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131,-96.731438 43.545271,-96.731241 43.548596)"
23_10_sov,sov,23,10,1800,13,20.917,2.31658,3.72738,5.61172,13,34.6452,"https://www.google.com/maps/dir/43.514858,-96.750904/43.545271,-96.731438/","LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131,-96.731438 43.545271)"
23_11_sov,sov,23,11,1300,8,12.872,2.03278,3.27074,3.93551,8,22.5419,"https://www.google.com/maps/dir/43.514858,-96.750904/43.544131,-96.746841/","LINESTRING(-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131)"
23_12_sov,sov,23,12,700,9,14.481,2.48641,4.00063,3.61968,9,24.2642,"https://www.google.com/maps/dir/43.514858,-96.750904/43.543941,-96.780137/","LINESTRING(-96.750904 43.514858,-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941)"
23_13_sov,sov,23,13,800,6,9.654,2.70469,4.35184,2.21837,6,21.2354,"https://www.google.com/maps/dir/43.514858,-96.750904/43.490707,-96.793377/","LINESTRING(-96.750904 43.514858,-96.749200 43.503164,-96.793377 43.490707)"
23_14_sov,sov,23,14,1100,4,6.436,0.99829,1.60625,4.00685,4,8.96159,"https://www.google.com/maps/dir/43.514858,-96.750904/43.529306,-96.751035/","LINESTRING(-96.750904 43.514858,-96.751035 43.529306)"
23_15_sov,sov,23,15,1000,7,11.263,1.39802,2.24942,5.00707,7,20.7586,"https://www.google.com/maps/dir/43.514858,-96.750904/43.529401,-96.731504/","LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.731504 43.529401)"
23_16_sov,sov,23,16,500,14,22.526,2.96199,4.76583,4.72656,14,41.5711,"https://www.google.com/maps/dir/43.514858,-96.750904/43.546744,-96.711382/","LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
23_17_sov,sov,23,17,600,12,19.308,2.69312,4.33323,4.4558,12,32.3382,"https://www.google.com/maps/dir/43.514858,-96.750904/43.541280,-96.711382/","LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
23_18_sov,sov,23,18,100,13,20.917,3.59957,5.7917,3.61155,13,24.0064,"https://www.google.com/maps/dir/43.514858,-96.750904/43.546744,-96.694078/","LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.711185 43.515333,-96.694078 43.546744)"
